Aliado,Nombre Comercial,Descripcion corta,Precio referencial,Precio promocional,Ahorro,Ecosistemas,Caracteristicas,Metodo de compra y pago,Pasos a seguir,Telefono,Correo,URL aliado,Terminos y Condiciones,Vigencia,Foto externa,Foto interna,PDF Auxiliar
Claro,Ahorra S/320 soles en Motorola Moto E7i Power 32GB,Renueva o cambia tu equipo con un mega descuento,"S/549,00","S/229,00",Ahorra S/320,Conectividad,"Adquiere portabilidad o renovación el Motorola Moto E7i Power que te ofrece simplicidad pero eficiencia gracias a sus componentes clave. Cuenta con un procesador UNISOC Octacore de 1.6 con 2GB de memoria RAM y 32 GB de almacenamiento, ideales para hacer tareas diarias sin problemas. Además, con su batería de 5000 mAh ofrece una excelente autonomía que te permitirá llegar al final del día fácilmente. Incluye una cámara de 13 MP con enfoque rápido de alta calidad, ideal para tomar fotos a paisajes, naturaleza y todo tipo de ambientes. Compra ahora el Moto E7i Power en Perú a un excelente precio. 

Moderno diseño:
El Moto E7i Power es un teléfono pequeño, liviano y de fácil transporte lo que te brinda una gran experiencia en el uso y que no por eso deja de ser interesante. Posee excelentes acabados brillosos y la curvatura típica a los cuatro lados para asegurar una excelente manipulación con una mano. Posee una pantalla de 6.5 pulgadas HD+, dando así un campo de visión completo para disfrutar de contenido multimedia sin problemas. Además incluye un sensor de lectura de huella dactilar en la parte posterior del celular lo que permite no interferir en el elegante diseño.

Hardware & Software del Moto E7i Power:
Este dispositivo cuenta con un procesador Octacore UNISOC SC9863A de 1.6 GHz que, sumado a su memoria RAM de 2GB y una memoria interna de 32GB con posibilidad de expandir a 1TB por medio de tarjeta MicroSD, se pueden hacer tareas del día a día sin problemas. Además, el Moto E7i Power cuenta con una batería de 5,000 mAh para dar horas y horas de autonomía, gracias a su batería podrás utilizar varias aplicaciones de forma simultánea sin miedo a no llegar al final del día. El smartphone de Motorola cuenta con conectividad a redes 4G.

Cámara: Doble Sensor
Con lo que respecta a la parte fotográfica, el Motorola Moto E7i Power cuenta con un sistema doble de sensores de cámaras, siendo la principal un sensor de 13 megapíxeles y una segunda cámara macro de 2 megapíxeles para tomar fotografías a detalle. En la parte frontal cuenta con una cámara para selfies de 5 megapíxeles.

",Registrando sus datos en el portal de Claro y pagando con la Tarjeta de débito ALFIN al recibir el equipo,•Ingresa a https://tiendaclaro.pe/nuevobanco  ;•Llena el formulario para participar del descuento con Alfin; •Te contactará Claro en un plazo de hasta 72 horas;•Elige tu producto y el plan que deseas; •Coordina la entrega de tu equipo; •Paga con la Tarjeta de débito Alfin al recibir el equipo,,,https://tiendaclaro.pe/nuevobanco,"Valido a nivel nacional. Sólo participan de la promoción los clientes que se inscriban en el formulario http://tiendaclaro.pe/nuevobanco. Aplica para clientes con DNI y CE Sujeta a evaluación crediticia. El titular de la línea de telefonía móvil no necesariamente debe ser el titular de la cuenta afiliada a la tarjeta. Aplica para compras al contado con acuerdo de equipos de 18 meses. Precio en portabilidad numérica aplica solo para líneas Postpago en operador cedente. Las líneas portadas debieron contar con mínimo 30 días de antigüedad en operador cedente. Precios en renovación aplica para líneas con acuerdo vencido. La línea debe contar con el servicio activo y/o sin ningún tipo de bloqueo. Maximo de equipos por cliente: 3. Stock mínimo: 10 unidades por modelo. Válido únicamente en zonas con cobertura de Delivery, a nivel nacional. La cobertura se confirmará con el asesor de venta telefónica. Los planes ilimitados incluyen un bono de GB en alta velocidad por 12 meses. El bono aplica para líneas nuevas y portabilidades. No acumulable con otras promociones, descuentos y beneficios a excepción de Full Claro. Los GB no son acumulables, por lo que los GB no consumidos en un ciclo no pasarán al siguiente. El bono es adicional a la cantidad regular brindada en el Plan. La entrega del bono se realizará en cada ciclo de facturación por 12 ciclos consecutivos. El Bono si convive con Full Claro. El bono de GB podrá ser usado solo en territorio nacional utilizando el punto de acceso (Access Point Network) claro.pe. Se perderá el Bono si ocurren los siguientes eventos: Cancelación de la línea móvil, Cambio de Plan a otro no incluido en el beneficio, Cambio de titularidad de la línea móvil, Bloqueo por suspensión, pérdida o robo, Migración de un plan Postpago a un plan Prepago. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 01/10/2021 - Hasta 31/12/2021,https://drive.google.com/uc?export=view&id=1ZbpHLx0YjfiYvfEzBrgt-kBWxLvC1OE1,http://res.cloudinary.com/renzott/image/upload/v1635747809/uc_ibmxdm.jpg,https://drive.google.com/uc?export=view&id=1aFVNDcyzlXOdVijmJpy_RarA8uj1SMCd
Claro,Ahorra S/360 soles en Motorola Moto E7 32GB,Renueva o cambia tu equipo con un mega descuento,"S/609,00","S/249,00",Ahorra S/360,Conectividad,"El Moto E7 es un teléfono con excelentes capacidades para negocios y empresas. Tiene un procesador octa-core y una batería de 4,000 mAh para dar más fluidez y eficiencia en las tareas diarias. Tiene una pantalla Max Vision HD+ de 6.5 pulgadas. Compra el Motorola Moto E7 en Perú a uno de los mejores precios del mercado.

Diseño:
El Moto E7 posee un diseño elegante con curvatura a los 4 lados. Posee una pantalla Max Vision HD+ de 6.5 pulgadas con un aspecto de 20:9 para leer documentación, ver videos informativos y jugar sin problemas.

Software y Hardware:
El Motorola Moto E7 tiene un procesador octa-core de 2.0 GHz con 2 GB de memoria RAM para realizar tareas sin problemas y con total fluidez. Además, integra una batería de 4,000 mAh para dar una mejor autonomía. Por otro lado, cuenta con una memoria interna de 32GB con la posibilidad de aumentar a 512GB por medio de una MicroSD. Su sistema operativo es Android 10.

Cámara:
El Moto E7 posee una cámara frontal de 5 mp. En la parte posterior, cuenta con 3 cámaras, siendo la principal un sensor de 48 mp, sus otras dos cámaras son macro de 2 mp cada una. Su capacidad es suficiente para realizar excelentes fotografías durante la noche con bajo brillo y claridad.
",Registrando sus datos en el portal de Claro y pagando con la Tarjeta de débito ALFIN al recibir el equipo,•Ingresa a https://tiendaclaro.pe/nuevobanco  ;•Llena el formulario para participar del descuento con Alfin; •Te contactará Claro en un plazo de hasta 72 horas;•Elige tu producto y el plan que deseas; •Coordina la entrega de tu equipo; •Paga con la Tarjeta de débito Alfin al recibir el equipo,,,https://tiendaclaro.pe/nuevobanco,"Valido a nivel nacional. Sólo participan de la promoción los clientes que se inscriban en el formulario http://tiendaclaro.pe/nuevobanco. Aplica para clientes con DNI y CE Sujeta a evaluación crediticia. El titular de la línea de telefonía móvil no necesariamente debe ser el titular de la cuenta afiliada a la tarjeta. Aplica para compras al contado con acuerdo de equipos de 18 meses. Precio en portabilidad numérica aplica solo para líneas Postpago en operador cedente. Las líneas portadas debieron contar con mínimo 30 días de antigüedad en operador cedente. Precios en renovación aplica para líneas con acuerdo vencido. La línea debe contar con el servicio activo y/o sin ningún tipo de bloqueo. Maximo de equipos por cliente: 3. Stock mínimo: 10 unidades por modelo. Válido únicamente en zonas con cobertura de Delivery, a nivel nacional. La cobertura se confirmará con el asesor de venta telefónica. Los planes ilimitados incluyen un bono de GB en alta velocidad por 12 meses. El bono aplica para líneas nuevas y portabilidades. No acumulable con otras promociones, descuentos y beneficios a excepción de Full Claro. Los GB no son acumulables, por lo que los GB no consumidos en un ciclo no pasarán al siguiente. El bono es adicional a la cantidad regular brindada en el Plan. La entrega del bono se realizará en cada ciclo de facturación por 12 ciclos consecutivos. El Bono si convive con Full Claro. El bono de GB podrá ser usado solo en territorio nacional utilizando el punto de acceso (Access Point Network) claro.pe. Se perderá el Bono si ocurren los siguientes eventos: Cancelación de la línea móvil, Cambio de Plan a otro no incluido en el beneficio, Cambio de titularidad de la línea móvil, Bloqueo por suspensión, pérdida o robo, Migración de un plan Postpago a un plan Prepago. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 01/10/2021 - Hasta 31/12/2021,https://drive.google.com/uc?export=view&id=1Fk5hVBk4rExmigMFTE_w2wPj0ZwN7FuZ,http://res.cloudinary.com/renzott/image/upload/v1635747814/uc_zfxjos.jpg,https://drive.google.com/uc?export=view&id=1FYr1z4BnPnRJSpEzwDxRprIuaaqqt2fj
Claro,Disfruta Plan Max Ilimitado S/49.90 en equipos Claro,"Descubre Plan Max Ilimitado S/ 49.90, plan postpago especial para llamar ilimitadamente a nivel nacional. ",,,,Conectividad,"Solicita este plan con tu equipo Claro Postpago dejando tus datos en la web especial de la campaña.
Bono mensual de 1.5 GB - (Valorizado en S/ 15)",Registrando sus datos en el portal de Claro y pagando con la Tarjeta de débito ALFIN al recibir el equipo,•Ingresa a https://tiendaclaro.pe/nuevobanco  ;•Llena el formulario para participar del descuento con Alfin; •Te contactará Claro en un plazo de hasta 72 horas;•Elige tu producto y el plan que deseas; •Coordina la entrega de tu equipo; •Paga con la Tarjeta de débito Alfin al recibir el equipo,,,https://tiendaclaro.pe/nuevobanco,"Valido a nivel nacional. Sólo participan de la promoción los clientes que se inscriban en el formulario http://tiendaclaro.pe/nuevobanco. Aplica para clientes con DNI y CE Sujeta a evaluación crediticia. El titular de la línea de telefonía móvil no necesariamente debe ser el titular de la cuenta afiliada a la tarjeta. Aplica para compras al contado con acuerdo de equipos de 18 meses. Precio en portabilidad numérica aplica solo para líneas Postpago en operador cedente. Las líneas portadas debieron contar con mínimo 30 días de antigüedad en operador cedente. Precios en renovación aplica para líneas con acuerdo vencido. La línea debe contar con el servicio activo y/o sin ningún tipo de bloqueo. Maximo de equipos por cliente: 3. Stock mínimo: 10 unidades por modelo. Válido únicamente en zonas con cobertura de Delivery, a nivel nacional. La cobertura se confirmará con el asesor de venta telefónica. Los planes ilimitados incluyen un bono de GB en alta velocidad por 12 meses. El bono aplica para líneas nuevas y portabilidades. No acumulable con otras promociones, descuentos y beneficios a excepción de Full Claro. Los GB no son acumulables, por lo que los GB no consumidos en un ciclo no pasarán al siguiente. El bono es adicional a la cantidad regular brindada en el Plan. La entrega del bono se realizará en cada ciclo de facturación por 12 ciclos consecutivos. El Bono si convive con Full Claro. El bono de GB podrá ser usado solo en territorio nacional utilizando el punto de acceso (Access Point Network) claro.pe. Se perderá el Bono si ocurren los siguientes eventos: Cancelación de la línea móvil, Cambio de Plan a otro no incluido en el beneficio, Cambio de titularidad de la línea móvil, Bloqueo por suspensión, pérdida o robo, Migración de un plan Postpago a un plan Prepago. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 01/10/2021 - Hasta 31/12/2021,https://drive.google.com/uc?export=view&id=1xcgKe5vBGxvwYUaXXMgDtCTKISTcuSqX,http://res.cloudinary.com/renzott/image/upload/v1635747822/uc_cjb4h0.jpg,https://drive.google.com/uc?export=view&id=1jP14XECAAvUFiiiR1Xh0IpgbUQNsxY4B
Claro,Disfruta Plan Max Ilimitado S/69.90 en equipos Claro,"Descubre Plan Max Ilimitado S/ 69.90, plan postpago especial para navegar, chatear y llamar ilimitadamente a nivel nacional. ",,,,Conectividad,"Solicita este plan con tu equipo Claro Postpago dejando tus datos en la web especial de la campaña.
Bono mensual de 4 GB de Alta Velocidad - (Valorizado en S/ 40)",Registrando sus datos en el portal de Claro y pagando con la Tarjeta de débito ALFIN al recibir el equipo,•Ingresa a https://tiendaclaro.pe/nuevobanco  ;•Llena el formulario para participar del descuento con Alfin; •Te contactará Claro en un plazo de hasta 72 horas;•Elige tu producto y el plan que deseas; •Coordina la entrega de tu equipo; •Paga con la Tarjeta de débito Alfin al recibir el equipo,,,https://tiendaclaro.pe/nuevobanco,"Valido a nivel nacional. Sólo participan de la promoción los clientes que se inscriban en el formulario http://tiendaclaro.pe/nuevobanco. Aplica para clientes con DNI y CE Sujeta a evaluación crediticia. El titular de la línea de telefonía móvil no necesariamente debe ser el titular de la cuenta afiliada a la tarjeta. Aplica para compras al contado con acuerdo de equipos de 18 meses. Precio en portabilidad numérica aplica solo para líneas Postpago en operador cedente. Las líneas portadas debieron contar con mínimo 30 días de antigüedad en operador cedente. Precios en renovación aplica para líneas con acuerdo vencido. La línea debe contar con el servicio activo y/o sin ningún tipo de bloqueo. Maximo de equipos por cliente: 3. Stock mínimo: 10 unidades por modelo. Válido únicamente en zonas con cobertura de Delivery, a nivel nacional. La cobertura se confirmará con el asesor de venta telefónica. Los planes ilimitados incluyen un bono de GB en alta velocidad por 12 meses. El bono aplica para líneas nuevas y portabilidades. No acumulable con otras promociones, descuentos y beneficios a excepción de Full Claro. Los GB no son acumulables, por lo que los GB no consumidos en un ciclo no pasarán al siguiente. El bono es adicional a la cantidad regular brindada en el Plan. La entrega del bono se realizará en cada ciclo de facturación por 12 ciclos consecutivos. El Bono si convive con Full Claro. El bono de GB podrá ser usado solo en territorio nacional utilizando el punto de acceso (Access Point Network) claro.pe. Se perderá el Bono si ocurren los siguientes eventos: Cancelación de la línea móvil, Cambio de Plan a otro no incluido en el beneficio, Cambio de titularidad de la línea móvil, Bloqueo por suspensión, pérdida o robo, Migración de un plan Postpago a un plan Prepago. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 01/10/2021 - Hasta 31/12/2021,https://drive.google.com/uc?export=view&id=1r5He8LU8mZEpZKoOsLzXwrHJTGAQ9fPa,https://drive.google.com/uc?export=view&id=1b_WsoVopOO6B3TzUcYaz3_H4mOczZv4n,https://drive.google.com/uc?export=view&id=1YixD1YDSWCU4-q_fcgHlg7eNU-Qu6id7
Claro,Disfruta Plan Max Ilimitado S/109.90 en equipos Claro,"Descubre Plan Max Ilimitado S/109.90, plan postpago especial para navegar, chatear y llamar ilimitadamente a nivel nacional.",,,,Conectividad,"Solicita este plan con tu equipo Claro Postpago dejando tus datos en la web especial de la campaña.
Bono mensual de 8 GB de Alta Velocidad - (Valorizado en S/ 80)",Registrando sus datos en el portal de Claro y pagando con la Tarjeta de débito ALFIN al recibir el equipo,•Ingresa a https://tiendaclaro.pe/nuevobanco  ;•Llena el formulario para participar del descuento con Alfin; •Te contactará Claro en un plazo de hasta 72 horas;•Elige tu producto y el plan que deseas; •Coordina la entrega de tu equipo; •Paga con la Tarjeta de débito Alfin al recibir el equipo,,,https://tiendaclaro.pe/nuevobanco,"Valido a nivel nacional. Sólo participan de la promoción los clientes que se inscriban en el formulario http://tiendaclaro.pe/nuevobanco. Aplica para clientes con DNI y CE Sujeta a evaluación crediticia. El titular de la línea de telefonía móvil no necesariamente debe ser el titular de la cuenta afiliada a la tarjeta. Aplica para compras al contado con acuerdo de equipos de 18 meses. Precio en portabilidad numérica aplica solo para líneas Postpago en operador cedente. Las líneas portadas debieron contar con mínimo 30 días de antigüedad en operador cedente. Precios en renovación aplica para líneas con acuerdo vencido. La línea debe contar con el servicio activo y/o sin ningún tipo de bloqueo. Maximo de equipos por cliente: 3. Stock mínimo: 10 unidades por modelo. Válido únicamente en zonas con cobertura de Delivery, a nivel nacional. La cobertura se confirmará con el asesor de venta telefónica. Los planes ilimitados incluyen un bono de GB en alta velocidad por 12 meses. El bono aplica para líneas nuevas y portabilidades. No acumulable con otras promociones, descuentos y beneficios a excepción de Full Claro. Los GB no son acumulables, por lo que los GB no consumidos en un ciclo no pasarán al siguiente. El bono es adicional a la cantidad regular brindada en el Plan. La entrega del bono se realizará en cada ciclo de facturación por 12 ciclos consecutivos. El Bono si convive con Full Claro. El bono de GB podrá ser usado solo en territorio nacional utilizando el punto de acceso (Access Point Network) claro.pe. Se perderá el Bono si ocurren los siguientes eventos: Cancelación de la línea móvil, Cambio de Plan a otro no incluido en el beneficio, Cambio de titularidad de la línea móvil, Bloqueo por suspensión, pérdida o robo, Migración de un plan Postpago a un plan Prepago. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 01/10/2021 - Hasta 31/12/2021,https://drive.google.com/uc?export=view&id=1yhNlEeyenHB5vavfiqNJ89izdL-xl4jE,http://res.cloudinary.com/renzott/image/upload/v1635747840/uc_fvoqf8.jpg,https://drive.google.com/uc?export=view&id=1lK_IPPN0-lOxB0EpAi-LQ9x8p0qgwMp6
Claro,Aprovecha hasta 62% de descuento en equipos Claro seleccionados,Disfruta descuentos especiales en equipos con los planes que Claro tiene para ti hasta con 62% de descuento con tu Tarjeta de débito en equipos seleccionados,,,,Conectividad,,Registrando sus datos en el portal de Claro y pagando con la Tarjeta de débito ALFIN al recibir el equipo,•Ingresa a https://tiendaclaro.pe/nuevobanco  ;•Llena el formulario para participar del descuento con Alfin; •Te contactará Claro en un plazo de hasta 72 horas;•Elige tu producto y el plan que deseas; •Coordina la entrega de tu equipo; •Paga con la Tarjeta de débito Alfin al recibir el equipo,,,https://tiendaclaro.pe/nuevobanco,"Valido a nivel nacional. Sólo participan de la promoción los clientes que se inscriban en el formulario http://tiendaclaro.pe/nuevobanco. Aplica para clientes con DNI y CE Sujeta a evaluación crediticia. El titular de la línea de telefonía móvil no necesariamente debe ser el titular de la cuenta afiliada a la tarjeta. Aplica para compras al contado con acuerdo de equipos de 18 meses. Precio en portabilidad numérica aplica solo para líneas Postpago en operador cedente. Las líneas portadas debieron contar con mínimo 30 días de antigüedad en operador cedente. Precios en renovación aplica para líneas con acuerdo vencido. La línea debe contar con el servicio activo y/o sin ningún tipo de bloqueo. Maximo de equipos por cliente: 3. Stock mínimo: 10 unidades por modelo. Válido únicamente en zonas con cobertura de Delivery, a nivel nacional. La cobertura se confirmará con el asesor de venta telefónica. Los planes ilimitados incluyen un bono de GB en alta velocidad por 12 meses. El bono aplica para líneas nuevas y portabilidades. No acumulable con otras promociones, descuentos y beneficios a excepción de Full Claro. Los GB no son acumulables, por lo que los GB no consumidos en un ciclo no pasarán al siguiente. El bono es adicional a la cantidad regular brindada en el Plan. La entrega del bono se realizará en cada ciclo de facturación por 12 ciclos consecutivos. El Bono si convive con Full Claro. El bono de GB podrá ser usado solo en territorio nacional utilizando el punto de acceso (Access Point Network) claro.pe. Se perderá el Bono si ocurren los siguientes eventos: Cancelación de la línea móvil, Cambio de Plan a otro no incluido en el beneficio, Cambio de titularidad de la línea móvil, Bloqueo por suspensión, pérdida o robo, Migración de un plan Postpago a un plan Prepago. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 01/10/2021 - Hasta 31/12/2021,https://drive.google.com/uc?export=view&id=1q0LXkZfC720aWDpfy3qoaTNGSMy1lgKW,https://drive.google.com/uc?export=view&id=1b_WsoVopOO6B3TzUcYaz3_H4mOczZv4n,
Netzun,Aprovecha el descuento de 20% en la web de Netzun,Disfruta potenciando tu carrera hoy en nuestros cursos y membresía,,,,Educación,Variedad de +300 cursos virtuales del rubro de Negocios de promedio de 3 horas. Puedes escoger cualquier tipo de curso dentro de la plataforma. Los cursos incluyen certificados,Pagando con la Tarjeta de débito ALFIN en el portal Netzun.,•Ingresa al portal web de Netzun.;• Elige el curso que sea de tu preferencia.;•Paga con la Tarjeta de débito Alfin en el portal de Netzun para disfrutar las promociones con Alfin,,,www.netzun.com,"Válido solo para clientes del Nuevo Banco. Descuento del 20% en cualquier producto de Netzun. No incluye la seccion de entretenimiento. No incluyen los cursos de especializaciones Premium como los de CEAM. No válido para transferencias, depósitos ni efectivo. No acumulable con otras promociones y/o descuentos. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 02/11/2021 - Hasta 30/04/2021,http://res.cloudinary.com/renzott/image/upload/v1635747860/61785e78e74d4ed1a218bb95_BANNER_1000X1000_20_1_ssfcqb.jpg,https://drive.google.com/uc?export=view&id=1JLAAqTR8-aFquilfTJuYGsLCg8pbuvNA,
Open English,Descuento del 76% en clases grupales de Open English en Plan Base,Estudia idiomas por 12 meses con clases grupales ilimitadas y 04 clases privadas mensuales,,,,Educación,"Paquete Base de Open English (14 años a más) con 76% de descuento sobre tarifa base
Precio promocional: USD 480
Precio regular: USD 2,000",Pagando con la Tarjeta de débito ALFIN al ser contactado por Open English,•Deja tus datos en el formulario https://forms.gle/uxzYKTFEAymb7RR8A  para ser contactado.;•Te contactarán en un plazo de hasta 72 horas.;•Elige el plan que sea de tu preferencia.;•Paga con la Tarjeta de débito ALFIN en el pago Link de Open English para acceder a la promoción.,999-869-367,jessica.perez@openenglish.com,https://forms.gle/uxzYKTFEAymb7RR8A,"Solo pagando con la Tarjeta de débito y en las fechas indicadas. Válido únicamente comunicándose con el área corporativa al correo
jessica.perez@openenglish.com / Móvil 999 869 367 ó déjando sus datos en el formulario. No acumulable con otras promociones y/o descuentos. Se solicitaría previa identificación con la tarjeta. No aplica para comunicación mediante call-center u otros medios no mencionados. No válido para transferencias, depósitos ni efectivo. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 10/10/2021 - Hasta 31/12/2021,https://drive.google.com/uc?export=view&id=1njQwdNJcuj2hMzQ8qBEKzkx83O8ZnyxP,https://drive.google.com/uc?export=view&id=1JLAAqTR8-aFquilfTJuYGsLCg8pbuvNA,
Open English,Descuento del 76% en clases grupales de Open English en Plan Premium,Estudia idiomas por 12 meses con clases grupales ilimitadas y 10 clases privadas mensuales,,,,Educación,"Paquete Premium de Open English (14 años a más) con 76% de descuento sobre tarifa base
Precio promocional: USD 589
Precio regular: USD 2,455",Pagando con la Tarjeta de débito ALFIN al ser contactado por Open English,•Deja tus datos en el formulario https://forms.gle/uxzYKTFEAymb7RR8A  para ser contactado.;•Te contactarán en un plazo de hasta 72 horas.;•Elige el plan que sea de tu preferencia.;•Paga con la Tarjeta de débito ALFIN en el pago Link de Open English para acceder a la promoción.,999-869-367,jessica.perez@openenglish.com,https://forms.gle/uxzYKTFEAymb7RR8A,"Solo pagando con la Tarjeta de débito y en las fechas indicadas. Válido únicamente comunicándose con el área corporativa al correo
jessica.perez@openenglish.com / Móvil 999 869 367 ó déjando sus datos en el formulario. No acumulable con otras promociones y/o descuentos. Se solicitaría previa identificación con la tarjeta. No aplica para comunicación mediante call-center u otros medios no mencionados. No válido para transferencias, depósitos ni efectivo. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 10/10/2021 - Hasta 31/12/2021,https://drive.google.com/uc?export=view&id=1EEZODlx-Rdywcrk4IMXzWHIMYfF8nTCW,https://drive.google.com/uc?export=view&id=1JLAAqTR8-aFquilfTJuYGsLCg8pbuvNA,
Open English,Descuento del 76% en clases grupales de Open English en Plan VIP,Estudia idiomas por 12 meses con clases grupales y privadas ilimitadas,,,,Educación,"Paquete Vip de Open English (14 años a más) con 76% de descuento sobre tarifa base
Precio promocional: USD 655
Precio regular: USD 2,730",Pagando con la Tarjeta de débito ALFIN al ser contactado por Open English,•Deja tus datos en el formulario https://forms.gle/uxzYKTFEAymb7RR8A  para ser contactado.;•Te contactarán en un plazo de hasta 72 horas.;•Elige el plan que sea de tu preferencia.;•Paga con la Tarjeta de débito ALFIN en el pago Link de Open English para acceder a la promoción.,999-869-367,jessica.perez@openenglish.com,https://forms.gle/uxzYKTFEAymb7RR8A,"Solo pagando con la Tarjeta de débito y en las fechas indicadas. Válido únicamente comunicándose con el área corporativa al correo
jessica.perez@openenglish.com / Móvil 999 869 367 ó déjando sus datos en el formulario. No acumulable con otras promociones y/o descuentos. Se solicitaría previa identificación con la tarjeta. No aplica para comunicación mediante call-center u otros medios no mencionados. No válido para transferencias, depósitos ni efectivo. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 10/10/2021 - Hasta 31/12/2021,https://drive.google.com/uc?export=view&id=1hVENnngjRMJLrkF3e8FPO-1Qp1Vf_NP-,http://res.cloudinary.com/renzott/image/upload/v1635747911/uc_ebx3sf.jpg,
